Incident ID,Incident Year,Incident Month,Incident Day,State,City Or County,Address,# Killed,# Injured,Operations
1494548,2019,9,1,Alabama,Valley,502 Boulevard,0,7,N/A
1493374,2019,9,1,Ohio,Toledo,3257 Stickney Ave,0,4,N/A
1494697,2019,9,2,North Carolina,Greensboro,5528 W Market St,2,2,N/A
1495141,2019,9,2,Illinois,Chicago,6200 block of S King Dr,0,4,N/A
1495192,2019,9,2,Alabama,Elkmont,25019 Ridge Road,5,0,N/A
1497702,2019,9,4,Louisiana,Marrero,3044 Sorbonne Dr,2,2,N/A
1497180,2019,9,4,Florida,Jacksonville,400 W 62nd St,0,4,N/A
1499300,2019,9,7,North Carolina,Whiteville,Brittany Ln,3,1,N/A
1499460,2019,9,8,South Carolina,Sumter,1083 Broad St,2,2,N/A
1500098,2019,9,8,Louisiana,Alexandria,2900 block of Cypress St,1,3,N/A
1501350,2019,9,10,Illinois,Chicago,2200 block of W Maypole Ave,0,4,N/A
1503207,2019,9,12,New Mexico,Albuquerque,1919 Ladera Dr NW,1,4,N/A
1503192,2019,9,12,New Mexico,Albuquerque,1028 Lura Pl SW,4,2,N/A
1504030,2019,9,14,Missouri,Saint Louis,5200 block of Tennessee Ave,1,3,N/A
1504012,2019,9,14,California,Oakland,38th Ave and MacArthur Blvd,1,4,N/A
1504387,2019,9,14,Georgia,Lagrange,1400 block of Elm St,0,4,N/A
1505354,2019,9,16,Wyoming,Cheyenne,3436 E 11th St,2,2,N/A
1507156,2019,9,18,Illinois,Chicago,4200 block of W Madison St,3,1,N/A
1507092,2019,9,18,California,Wilmington,800 block of Bayview Ave,2,2,N/A
1507939,2019,9,19,District of Columbia,Washington,1300 block of Columbia Rd NW,1,5,N/A
1508859,2019,9,20,Louisiana,New Orleans,Canal Blvd and City Park Ave,1,5,N/A
1509411,2019,9,21,Louisiana,New Orleans,Poland Ave and St. Claude Ave,0,4,N/A
1508804,2019,9,21,South Carolina,Lancaster,1399 Old Charlotte Rd,2,8,N/A
1509510,2019,9,21,Indiana,Indianapolis,101 W Maryland St,0,6,N/A
1512486,2019,9,21,Ohio,Cleveland,3616 East 144th St,4,0,N/A
1509721,2019,9,22,Missouri,Kansas City,2111 Television Plaza,0,5,N/A
1510411,2019,9,23,Indiana,Gary,1600 block of Connecticut St,2,2,N/A
1511999,2019,9,24,Illinois,Chicago,2000 block of South Hoyne Ave,1,3,N/A
1515312,2019,9,29,Illinois,Round Lake (Round Lake Park),500 block of Fairlawn Ave,1,3,N/A
1515242,2019,9,29,Wisconsin,Milwaukee,1500 block of N 29th St,0,4,N/A
1515128,2019,9,29,Florida,Jacksonville,2200 block of Clemente Dr,0,4,N/A
1517360,2019,9,29,Kansas,Claflin,1500 block of NE 100th Rd,0,4,N/A
1515327,2019,9,29,Texas,Beaumont,4100 block of Highland Ave,4,0,N/A
1517804,2019,10,1,Missouri,Saint Louis,Leonor K. Sullivan Blvd and Poplar St,0,4,N/A
1519090,2019,10,3,North Carolina,Roxboro,700 South Foushee St,1,3,N/A
1518859,2019,10,3,Missouri,Marshall,S Olson Ave,1,3,N/A
1520547,2019,10,5,Missouri,Saint Louis,10035 Crown Point Dr,0,5,N/A
1520425,2019,10,6,Indiana,Evansville,1127 Chestnut St,0,5,N/A
1520499,2019,10,6,Colorado,Denver,7100 block of Ruth Way,0,4,N/A
1520330,2019,10,6,Kansas,Kansas City,1013 Central Ave,4,5,N/A
1521226,2019,10,7,Massachusetts,Abington,135 Centre Ave,5,0,N/A
1522979,2019,10,9,Massachusetts,Lowell,149 Ennell Street,0,5,N/A
1523204,2019,10,9,Maryland,Baltimore,1600 block of W North Ave,1,3,N/A
1523606,2019,10,10,Florida,Tampa,5410 N Falkenburg Rd,2,2,N/A
1524264,2019,10,10,Pennsylvania,Philadelphia,900 block of S 5th St,0,5,N/A
1525062,2019,10,12,New York,Brooklyn,75 Utica Ave,4,3,N/A
1525476,2019,10,12,Illinois,Chicago,6733 W Irving Park Rd,5,0,N/A
1525408,2019,10,12,Pennsylvania,Philadelphia,700 block of W Russell St,1,3,N/A
1525628,2019,10,12,Maryland,Baltimore,800 block of W Lexington St,1,3,N/A
1525265,2019,10,12,Michigan,Eastpointe,15163 E 10 Mile Rd,1,5,N/A
1525999,2019,10,13,Pennsylvania,Philadelphia,W Clearfield St and N 8th St,0,6,N/A
1526952,2019,10,13,Ohio,Akron,Main St,0,4,N/A
1527528,2019,10,15,Ohio,Columbus,1600 block of Manchester Ave,0,4,N/A
1530407,2019,10,19,Pennsylvania,Duquesne,600 block of Priscilla Ave,0,4,N/A
1530276,2019,10,19,Texas,El Paso,3812 Truman Ave,1,4,N/A
1530965,2019,10,20,Texas,Port Arthur,1100 block of Vicksburg Ave,1,3,N/A
1531326,2019,10,21,South Carolina,Sumter,29 Wesmark Blvd,0,4,N/A
1533166,2019,10,22,Oklahoma,Oklahoma City (Midwest City),7020 E Green Ave,1,3,N/A
1534704,2019,10,24,Oklahoma,Oklahoma City,1900 block of NW 12th St,2,2,N/A
1535478,2019,10,26,Texas,Greenville,2275 US-380,2,6,N/A
1536706,2019,10,27,Michigan,Detroit,East Outer Dr and Helen St,0,4,N/A
1535629,2019,10,27,Michigan,Lansing,Balfour Dr and W Miller Rd,1,4,N/A
1536787,2019,10,28,Maryland,Baltimore,4160 Pimlico Rd,1,3,N/A
1537044,2019,10,29,Maryland,Baltimore,4700 block of Liberty Heights Ave,1,3,N/A
1537672,2019,10,29,California,Long Beach,2709 E 7th St,3,9,N/A
1537992,2019,10,30,Pennsylvania,Philadelphia,5026 Walton Ave,4,0,N/A
1539347,2019,10,31,California,Orinda,114 Lucille Way,5,3,N/A
1539572,2019,11,1,Arizona,Tolleson,2434 S 86th Ln,0,5,N/A
1539557,2019,11,1,Texas,San Angelo,1616 S Chadbourne St,0,4,N/A
1540280,2019,11,2,Louisiana,Baton Rouge,137 Taylor St,0,4,N/A
1540240,2019,11,2,Michigan,Detroit,7000 block of E. Kirby,1,4,N/A
1540863,2019,11,3,Ohio,Toledo,600 block of Magnolia St,0,4,N/A
1540841,2019,11,3,Texas,Nacogdoches,Sandyland Cir and CR 823,1,3,N/A
1541774,2019,11,4,Texas,Houston,5000 block of Northridge Dr,1,4,N/A
1543835,2019,11,7,Georgia,Conyers,1800 block of Green St,2,3,N/A
1545027,2019,11,8,North Carolina,Raleigh,503 Bragg St,1,3,N/A
1545955,2019,11,9,Michigan,Detroit,3800 block of E McNichols Rd,0,4,N/A
1546508,2019,11,9,Georgia,Vidalia,Wiggins St,0,4,N/A
1546102,2019,11,10,Missouri,Kansas City,4704 Independence Ave,0,4,N/A
1546038,2019,11,10,Tennessee,Memphis,2080 E. Brooks Rd,1,4,N/A
1546155,2019,11,10,Arkansas,Little Rock,3000 block of W 12th St,0,4,N/A
1547021,2019,11,11,Florida,Belle Glade,SW 7th St,0,4,N/A
1548689,2019,11,14,California,Santa Clarita,21900 Centurion Way,3,3,N/A
1550546,2019,11,16,California,San Diego,2152 Flintridge Dr,6,0,N/A
1551531,2019,11,17,California,Fresno,5361 E Lamona Ave,4,6,N/A
1551162,2019,11,17,Ohio,Cleveland,7100 block of Lawn Ave,0,4,N/A
1552068,2019,11,18,New Jersey,Newark,139 S 8th St,1,4,N/A
1554446,2019,11,20,California,Richmond,20th St and Roosevelt Ave,0,4,N/A
1555135,2019,11,21,California,Long Beach,1100 block of 10th St,0,5,N/A
1554807,2019,11,21,Washington,Everett,120 West Casino Rd,0,4,N/A
1555879,2019,11,23,California,Los Angeles,833 S Spring St,0,4,N/A
1556002,2019,11,23,Louisiana,Tallulah,Depot St,1,6,N/A
1557006,2019,11,24,Alabama,Birmingham,7 15th St W,1,4,N/A
1556633,2019,11,24,California,Los Angeles,100 block of E 11th St,0,6,N/A
1556984,2019,11,24,Louisiana,Cottonport,3846 LA-29,2,2,N/A
1558067,2019,11,25,Florida,Brownsville,NW 29th Ave and 44th St,2,2,N/A
1559257,2019,11,27,New York,Bronx,E 153rd St and Courtlandt Ave,0,5,N/A
1560645,2019,11,29,Texas,Amarillo,2650 Dumas Dr,0,7,N/A
1561398,2019,11,30,Arkansas,Hensley,6500 block of E Sardis Rd,0,5,N/A
1562043,2019,12,1,Louisiana,Cotton Valley,116 Hawthorne Loop,2,3,N/A
1561966,2019,12,1,Louisiana,New Orleans,2000 block of N Dorgenois St,2,2,N/A
1561813,2019,12,1,Illinois,Aurora,700 block of S 5th St,1,4,N/A
1562685,2019,12,1,Michigan,Kalamazoo,6300 block of Proctor St,1,3,N/A
1561734,2019,12,1,Louisiana,New Orleans,700 block of Canal St,0,12,N/A
1564524,2019,12,4,Alabama,Montgomery,500 Eastdale Rd S,2,2,N/A
1565216,2019,12,6,Florida,Pensacola,280 Taylor Rd,4,8,N/A
1567932,2019,12,8,Texas,Desoto,200 block of W Wintergreen Rd,2,3,N/A
1567231,2019,12,8,Louisiana,New Orleans,3801 Washington Ave,1,4,N/A
1568230,2019,12,10,New Jersey,Jersey City,223 Martin Luther King Dr,6,3,N/A
1571348,2019,12,12,Missouri,Saint Louis (Moline Acres),9900 block of Lewis and Clark Blvd,1,3,N/A
1573471,2019,12,14,California,Ivanhoe,15700 block of Paradise Ave,0,4,N/A
1572275,2019,12,15,Georgia,Columbus,600 block of 32nd St,1,4,N/A
1573754,2019,12,17,Montana,Great Falls,1701 10th Ave S,4,1,N/A
1575175,2019,12,18,Texas,San Antonio,2418 SW Military Dr,0,4,N/A
1577046,2019,12,20,Mississippi,Waynesboro,Turner St,1,6,N/A
1577438,2019,12,20,Alabama,Tuskegee,2900 block of Davison St,2,2,N/A
1578711,2019,12,21,Louisiana,Edgard,2555 LA-18,0,4,N/A
1577577,2019,12,22,Maryland,Baltimore,225 Park Ave,0,7,N/A
1577688,2019,12,22,Minnesota,Minneapolis (Spring Lake Park),8407 Plaza Blvd NE,1,7,N/A
1577518,2019,12,22,Illinois,Chicago,5700 block of S May St,0,13,N/A
1579266,2019,12,24,Louisiana,New Orleans,6400 block of General Meyer Ave,0,4,N/A
1594317,2019,12,24,Illinois,Joliet,1200 block of Cutter Ave,0,5,N/A
1579220,2019,12,24,North Carolina,High Point,1226 Montlieu Ave,0,6,N/A
1579889,2019,12,25,California,Oakland,2100 block of 34th Ave,0,4,N/A
1579970,2019,12,25,Iowa,Coralville,954 Boston Way,1,3,N/A
1579856,2019,12,25,Virginia,Richmond,1800 E Main St,1,3,N/A
1580308,2019,12,26,Florida,Saint Petersburg,4300 6th St S,0,5,N/A
1581590,2019,12,27,California,Modesto,1900 block of Vernon Ave,1,3,N/A
1581476,2019,12,27,Georgia,Kennesaw,1575 Ridenour Pkwy NW,0,4,N/A
1581103,2019,12,27,Texas,Houston,500 block of Smart St,2,7,N/A
1582816,2019,12,29,Illinois,Danville,1803 block of Westview Ave,0,5,N/A
1582197,2019,12,29,New York,Buffalo,50 block of Henrietta Ave,1,3,N/A
1583444,2019,12,29,California,Ceres,800 block of Allacante Dr,0,5,N/A
1585746,2020,1,1,Ohio,Cleveland,1437 St Clair Ave NE,0,4,N/A
1585394,2020,1,1,West Virginia,Huntington,1113 4th Ave,0,7,N/A
1585894,2020,1,1,Missouri,Saint Louis,3000 block of S Jefferson Ave,3,2,N/A
1586839,2020,1,2,New York,Brooklyn,6120 3rd Ave,0,4,N/A
1588308,2020,1,4,Florida,Ocala,800 block of NW 6th Terrace,1,3,N/A
1588919,2020,1,5,Georgia,Atlanta,1008 Brady Ave NW,0,4,N/A
1592655,2020,1,8,Mississippi,Bay Saint Louis,10 Bay Park Way,2,2,N/A
1594173,2020,1,11,Colorado,Aurora,17158 E Adriatic Place,0,5,N/A
1598447,2020,1,16,Illinois,Chicago,234 N Pulaski Rd,0,5,N/A
1599331,2020,1,17,Utah,Grantsville,93 Eastmoor Dr,4,1,N/A
1600350,2020,1,18,Texas,South Houston,700 block of Virginia St,2,2,N/A
1600787,2020,1,19,Missouri,Kansas City,4802 Noland Rd,2,15,N/A
1600221,2020,1,19,Tennessee,Memphis,6761 Winchester Rd,1,4,N/A
1600522,2020,1,19,Texas,San Antonio,1011 Avenue B,2,5,N/A
1603241,2020,1,22,Washington,Seattle,1530 3rd Ave,1,7,N/A
1606476,2020,1,24,North Carolina,Vanceboro,107 Kinshaw Ct,5,0,N/A
1605948,2020,1,26,Missouri,Cape Girardeau,631 S Sprigg St,0,5,N/A
1605798,2020,1,26,New York,Newburgh,1571 NY-300,3,1,N/A
1605770,2020,1,26,North Carolina,Salisbury,1935 Jake Alexander Blvd,0,6,N/A
1605752,2020,1,26,South Carolina,Hartsville,115 W Camden Ave,3,3,N/A
1606554,2020,1,27,Connecticut,Bridgeport,172 Golden Hill St,0,4,N/A
1610240,2020,1,30,California,Merced,100 block of W 18th St,0,4,N/A
1611563,2020,1,31,California,Delano,Hiett Ave and County Line Rd,1,4,N/A
1611037,2020,1,31,Florida,Boynton Beach,200 Block of NE 1st Ct,1,3,N/A
1610782,2020,1,31,Louisiana,Shreveport,2000 Grimmett Dr,0,4,N/A
1612597,2020,2,1,Mississippi,Philadelphia,257 W Beacon St,0,4,N/A
1612716,2020,2,3,California,Lebec,8968 Grapevine Rd,1,5,N/A
1613020,2020,2,3,Maine,Machias,Kennebec Rd,3,1,N/A
1615155,2020,2,5,Indiana,Indianapolis,4100 block of Shady Oak Dr,4,0,N/A
1616964,2020,2,8,Texas,Houston,1000 block of Calvin St,1,3,N/A
1619064,2020,2,10,Delaware,Dover,200 block of W Reed St,1,4,N/A
1621821,2020,2,14,Illinois,Chicago,6500 block of S King Dr,0,6,N/A
1622233,2020,2,15,Tennessee,Memphis,2800 block of Riverport Rd,0,7,N/A
1622340,2020,2,15,Louisiana,New Orleans,Dryades St and 2nd St,0,4,N/A
1622962,2020,2,16,Florida,Pensacola,517 W Gadsden St,1,4,N/A
1622406,2020,2,16,Connecticut,Hartford,451 Franklin Ave,1,5,N/A
1623696,2020,2,17,Mississippi,Port Gibson,8027 Hwy 61,2,2,N/A
1625553,2020,2,20,Idaho,Caldwell,4321 S 10th Ave,2,3,N/A
1625787,2020,2,20,North Carolina,Greensboro,Martin Luther King Jr Ave and Randolph Dr,0,4,N/A
1627713,2020,2,23,Texas,Houston,8712 Airline Dr,0,7,N/A
1627335,2020,2,23,North Carolina,Clarkton,71 Tina Lane,3,1,N/A
1629042,2020,2,25,Illinois,Chicago,1238 E 79th St,1,4,N/A
1629488,2020,2,26,Wisconsin,Milwaukee,3939 W Highland Blvd,6,0,N/A
1631040,2020,2,29,Missouri,Kansas City,510 Westport Rd,1,4,N/A
1631831,2020,2,29,Colorado,Brighton,Starr Ln and County Rd 2,0,5,N/A
1634128,2020,3,4,California,Tulare,111 W Tulare Ave,1,5,N/A
1635118,2020,3,6,District of Columbia,Washington,6219 Dix St NE,0,6,N/A
1635750,2020,3,7,Ohio,Cleveland,3804 E 93rd St,1,18,N/A
1635570,2020,3,7,New Mexico,Albuquerque,1700 block of Rayo del Sol SW,0,4,N/A
1635411,2020,3,7,Illinois,Chicago,900 block of E 79th St,0,7,N/A
1635796,2020,3,8,Maryland,Rosedale,6255 Kenwood Ave,1,5,N/A
1636471,2020,3,8,Illinois,South Holland,I 94 and E 162nd St,0,4,N/A
1636564,2020,3,8,California,Ceres,3600 block of Spruce Ave,1,3,N/A
1637520,2020,3,10,Pennsylvania,Chester,200 block of Broomall Street,2,2,N/A
1639413,2020,3,13,Illinois,Rockford,4104 Auburn St,0,4,N/A
1640278,2020,3,13,Louisiana,New Orleans (Algiers),Wagner St and Hero Blvd,0,5,N/A
1640007,2020,3,14,Michigan,Saginaw,4100 block of Gallagher St,2,2,N/A
1639542,2020,3,14,New Mexico,Albuquerque,620 block of Arno SE,1,3,N/A
1640295,2020,3,15,North Carolina,Moncure,842 Moncure Flatwood Rd,7,0,N/A
1640317,2020,3,15,Missouri,Springfield,3264 E Battlefield Rd,5,2,N/A
1641216,2020,3,17,Maryland,Baltimore,300 block of McMechen St,0,7,N/A
1641923,2020,3,18,Florida,Jacksonville,11501 Harts Rd,1,4,N/A
1643157,2020,3,20,Virginia,Norfolk,800 block of Lincoln St,0,4,N/A
1642826,2020,3,20,Missouri,Saint Louis,1923 Prairie Ave,0,4,N/A
1643775,2020,3,22,South Carolina,Hanahan,Edinburgh Drive,0,4,N/A
1644111,2020,3,23,Texas,San Antonio,6700 block of Hickory Springs Dr,0,4,N/A
1647661,2020,3,28,Maryland,Baltimore,1100 block of Washington Blvd,1,3,N/A
1648205,2020,3,29,Georgia,Atlanta,Ponce de Leon Ave and Parkway Dr,0,4,N/A
1648832,2020,3,30,Pennsylvania,Philadelphia,2000 block of W Harold St,0,5,N/A
1649473,2020,3,31,Georgia,Macon,571 Moreland Ave,3,1,N/A
1651742,2020,4,3,Kentucky,Louisville,1000 block of Cecil Ave,0,4,N/A
1652601,2020,4,4,Texas,Vidor,100 block of Hebert St,0,4,N/A
1652073,2020,4,4,Texas,Lubbock,2107 49th St,2,2,N/A
1652328,2020,4,4,Florida,Hialeah,W 69th St and 24th Ave,1,4,N/A
1652642,2020,4,5,New York,Brooklyn,181 Rockaway Pky,0,4,N/A
1652734,2020,4,5,California,Los Angeles,89th St and Hobart Ave,1,3,N/A
1653012,2020,4,5,South Carolina,Lancaster,Mahaffey Line Dr,1,4,N/A
1654341,2020,4,7,Illinois,Chicago,86th Street and Damen Avenue,1,3,N/A
1655674,2020,4,8,Michigan,Detroit,1200 block of Payton St,0,4,N/A
1654971,2020,4,8,South Carolina,Greenwood,1522 Parkway,1,3,N/A
1656373,2020,4,8,Alaska,Anchorage,10600 block of Elmore Rd,0,4,N/A
1656265,2020,4,10,Michigan,Muskegon,800 block of Oak St,0,4,N/A
1656873,2020,4,11,California,Bakersfield,Pioneer Rd and Sterling Rd,0,6,N/A
1659966,2020,4,15,Mississippi,Jackson,1200 block of Wood Village Dr,1,3,N/A
1659862,2020,4,16,Pennsylvania,Philadelphia,Bustleton Ave and St Vincent St,0,4,N/A
1660797,2020,4,17,North Carolina,Greensboro,4400 block of Beckford Dr,1,3,N/A
1661218,2020,4,17,Massachusetts,Springfield,College St,1,4,N/A
1661537,2020,4,18,Maryland,Hyattsville,7500 block of Courtney Pl,2,2,N/A
1664933,2020,4,24,Texas,Houston,4714 Ward St,3,1,N/A
1665735,2020,4,24,Indiana,Fort Wayne,3233 Diplomat Dr,0,4,N/A
1666327,2020,4,25,Florida,Orlando,Elese St and Deerock Dr,1,4,N/A
1665834,2020,4,25,Tennessee,Memphis,500 block of Josephine St,0,7,N/A
1666461,2020,4,26,New York,Troy,Jefferson St and 3rd St,0,4,N/A
1666600,2020,4,26,North Carolina,Salisbury,900 block of E Lafayette St,1,4,N/A
1666945,2020,4,27,Wisconsin,Milwaukee,2800 block of N 12th St,5,0,N/A
1668470,2020,4,29,Indiana,Indianapolis,451 E Stop 11 Rd,0,4,N/A
1670970,2020,5,2,Pennsylvania,Philadelphia,200 block of S Cecil St,0,4,N/A
1671289,2020,5,3,Ohio,Columbus,300 block of S Ashburton Rd,0,4,N/A
1671624,2020,5,3,Florida,Jacksonville,2100 block of Brooklyn Rd,1,3,N/A
1671078,2020,5,3,Illinois,Chicago,3700 W 13th St,0,5,N/A
1673989,2020,5,6,Texas,Houston,14200 block of Bridgeport Rd,3,1,N/A
1674299,2020,5,6,Tennessee,Memphis,Barron Ave and Dogwood Dr,2,2,N/A
1673633,2020,5,6,Georgia,Albany,1900 block of Meadow Dr,1,3,N/A
1674802,2020,5,7,Maryland,Baltimore,5100 block of Stafford Rd,0,4,N/A
1676121,2020,5,9,Missouri,Saint Louis,3500 block of Arkansas Ave,0,4,N/A
1676515,2020,5,10,Louisiana,Baton Rouge,2944 Plank Rd,0,5,N/A
1676579,2020,5,10,Texas,Fort Worth,4750 Wilbarger St,0,5,N/A
1676746,2020,5,10,Texas,Katy,18000 block of Bonners Park Cir,0,6,N/A
1677566,2020,5,11,Alabama,Montgomery,Rosa Parks Ave and Courtland Dr,0,4,N/A
1679086,2020,5,13,Illinois,Rockford,2914 W State St,1,4,N/A
1678589,2020,5,13,Kentucky,Garrison,6151 Kinney Rd,1,4,N/A
1679356,2020,5,13,Tennessee,Memphis,3500 block of Commerce Cir,0,4,N/A
1680027,2020,5,14,New Mexico,Albuquerque,820 Louisiana SE,0,5,N/A
1686369,2020,5,15,Florida,Gainesville,2305 SE Hawthorne Rd,0,5,N/A
1850080,2020,5,15,Pennsylvania,Philadelphia,4300 block of Germantown Ave,0,4,N/A
1681588,2020,5,16,Louisiana,Bogalusa,Martin Luther King Dr and E 4th St,0,13,N/A
1681602,2020,5,17,South Carolina,Charleston,23 Cannon St,0,4,N/A
1681887,2020,5,17,Maryland,District Heights,6800 block of Atwood St,1,3,N/A
1682233,2020,5,17,South Carolina,Saint Matthews,100 block of Bugleflower Ln,4,1,N/A
1682322,2020,5,18,California,Bakersfield,901 W Columbus St,0,5,N/A
1683653,2020,5,19,Illinois,Decatur,300 block of West Leafland Ave,0,5,N/A
1683810,2020,5,20,Texas,Houston,6918 Landor St,2,3,N/A
1686015,2020,5,22,Ohio,Cleveland,11921 Miles Ave,1,3,N/A
1686222,2020,5,23,Texas,Houston,2900 Travis St,0,4,N/A
1686615,2020,5,23,Illinois,Rock Island,800 14 1/2 St,1,4,N/A
1687027,2020,5,23,South Carolina,Jonesville,100 block of Dover Rd,2,5,N/A
1687108,2020,5,23,North Carolina,Charlotte,4900 Block of Albemarle Rd,0,6,N/A
1687097,2020,5,23,Michigan,Flint,4100 block of Minerva St,1,3,N/A
1686414,2020,5,23,Florida,Fort Lauderdale (Lauderhill),7776 NW 44th St,0,5,N/A
1686747,2020,5,23,Florida,Daytona Beach,13 S Atlantic Ave,0,6,N/A
1686685,2020,5,23,Illinois,Chicago,3911 W Grenshaw St,1,3,N/A
1687381,2020,5,23,Mississippi,Jackson,2300 block of Oakhurst Dr,1,4,N/A
1687219,2020,5,24,Missouri,Saint Louis,Union Boulevard and Cote Brilliante Ave,0,4,N/A
1687414,2020,5,24,Alabama,Danville,70 Flint Creek Pvt Dr,3,1,N/A
1687037,2020,5,24,South Carolina,Myrtle Beach,12th Ave N and Ocean Blvd,0,4,N/A
1687999,2020,5,25,Louisiana,Lake Charles,6780 US-90,0,6,N/A
1688610,2020,5,26,Mississippi,Vicksburg,4045 Clay St,0,4,N/A
1689252,2020,5,26,Pennsylvania,Philadelphia,2700 block of N Darian St,0,4,N/A
1688917,2020,5,26,Illinois,Chicago,W Washington Blvd and N Hamlin Blvd,2,2,N/A
1689555,2020,5,26,California,Los Angeles,119th St and Berendo Ave,0,5,N/A
1688753,2020,5,26,South Carolina,Bowman,Dibble St and Rail St,3,5,N/A
1690369,2020,5,27,Massachusetts,Boston,5 Ames St,1,4,N/A
1690524,2020,5,27,Ohio,Cleveland,12800 Euclid Ave,1,3,N/A
1690439,2020,5,27,California,San Jose,1100 block of William Ct,0,5,N/A
1689419,2020,5,27,Pennsylvania,Philadelphia,1800 block of Hart Ln,0,4,N/A
1691221,2020,5,28,Kentucky,Louisville,601 W Jefferson St,0,7,N/A
1690922,2020,5,28,Tennessee,Memphis,TN 385 and Kirby Pkwy,0,4,N/A
1691440,2020,5,28,Pennsylvania,Philadelphia,300 block of N 55th St,1,3,N/A
1692102,2020,5,29,Virginia,Portsmouth,500 block of Edwards St,0,5,N/A
1692513,2020,5,30,New Jersey,Paterson,E 23rd St and 10th Ave,0,4,N/A
1692912,2020,5,30,District of Columbia,Washington,300 block of 37th St SE,0,4,N/A
1693450,2020,5,30,Iowa,Hiawatha,530 Robins Rd,1,3,N/A
1693064,2020,5,30,Texas,Houston,9635 Scott St,1,4,N/A
1693246,2020,5,30,Florida,Altha,21281 Apachee Rd,2,4,N/A
1692496,2020,5,30,North Carolina,Gastonia,3000 block of Earl Ln,1,5,N/A
1693340,2020,5,31,Mississippi,Gulfport,S Carolina Ave and Polk St,1,5,N/A
1693580,2020,5,31,Pennsylvania,Philadelphia,700 block of E Clearfield St,0,4,N/A
1694735,2020,6,1,Missouri,Saint Louis,1915 Olive St,0,4,N/A
1695998,2020,6,2,Texas,Dallas,7460 S Westmoreland Rd,1,3,N/A
1695586,2020,6,2,Wisconsin,Racine,Kewaunee St and Michigan Blvd,0,5,N/A
1695645,2020,6,2,Illinois,Chicago,8404 S Colfax Ave,0,4,N/A
1697453,2020,6,4,Alabama,Valhermoso Springs,522 Talucah Rd,7,0,N/A
1697541,2020,6,5,Colorado,Denver,4900 block of Wheeling St,0,4,N/A
1698306,2020,6,6,Missouri,Kansas City,E 18th St and Vine St,1,4,N/A
1700812,2020,6,6,Mississippi,Drew,Wilson Ave,0,5,N/A
1698868,2020,6,6,California,Sacramento,Gardendale Rd and 29th St,1,4,N/A
1698276,2020,6,6,Ohio,Ironton,1305 S 3rd St,0,4,N/A
1699577,2020,6,7,Arkansas,Hope,1400 block of East Hickory St,0,5,N/A
1700234,2020,6,7,Illinois,Robbins,13600 block of Central Park Ave,1,3,N/A
1699211,2020,6,7,Missouri,Sikeston,915 Plantation Blvd,2,7,N/A
1699193,2020,6,7,Tennessee,Dyersburg,1305 Grant St,0,5,N/A
1698987,2020,6,7,Illinois,Chicago,50 block of S Seeley Ave,1,3,N/A
1699667,2020,6,7,Illinois,Chicago,3700 block of S State St,0,6,N/A
1700371,2020,6,8,New York,Brooklyn,512 Bristol St,0,4,N/A
1700250,2020,6,8,Tennessee,Memphis,1525 E McLemore Ave,0,4,N/A
1700864,2020,6,9,North Carolina,Scotland Neck,E 13th St and Greenwood St,0,5,N/A
1701426,2020,6,9,Pennsylvania,Philadelphia,600 block N 8th St,1,6,N/A
1701491,2020,6,9,California,Vallejo,100 block of Cynthia Ave,2,3,N/A
1702372,2020,6,10,California,Sacramento,68th Avenue and Della Circle,1,4,N/A
1701382,2020,6,10,Ohio,Toledo,1100 block of Baker St,1,3,N/A
1701714,2020,6,10,California,Paso Robles,900 Park St,2,4,N/A
1702276,2020,6,11,Virginia,Richmond,800 block of N 1st St,0,4,N/A
1702172,2020,6,11,District of Columbia,Washington,1200 block of Mount Olivet Rd NE,0,7,N/A
1703044,2020,6,11,Louisiana,Monroe,1101 Richwood Road 2,6,0,N/A
1703055,2020,6,11,Texas,Houston,5840 Glenmont Dr,2,4,N/A
1703509,2020,6,12,Pennsylvania,Philadelphia,N Broad St and Colwyn St,0,6,N/A
1704217,2020,6,12,New York,Bronx,E 233rd St and Bronx River Pkwy,1,3,N/A
1703985,2020,6,12,Texas,San Antonio,8134 Broadway St,0,8,N/A
1705355,2020,6,13,Arkansas,Rison,Carver St and Center St,0,4,N/A
1705440,2020,6,13,California,Hesperia,8100 block of Julie Ct,0,5,N/A
1704116,2020,6,13,Missouri,Saint Louis,3103 N Grand Blvd,2,4,N/A
1704415,2020,6,13,New York,Wyandanch,76 Grand Blvd,1,7,N/A
1704176,2020,6,13,Maryland,Baltimore,700 block of S Broadway St,0,5,N/A
1704727,2020,6,13,District of Columbia,Washington,3100 block of Waclark Pl SE,2,5,N/A
1704580,2020,6,13,Georgia,Atlanta,69 Mason Ave NE,2,5,N/A
1704879,2020,6,14,Minnesota,Minneapolis,328 W Broadway Ave,1,6,N/A
1704862,2020,6,14,Kentucky,Louisville,531 Franklin St,1,4,N/A
1704873,2020,6,14,Louisiana,Lafayette,400 block of Jefferson St,0,5,N/A
1705050,2020,6,14,Louisiana,Lake Charles,3945 US-90,0,4,N/A
1705346,2020,6,14,Louisiana,New Orleans,600 block of S Lopez St,2,2,N/A
1705672,2020,6,15,Illinois,Decatur,700 E Johns Ave,0,4,N/A
1706710,2020,6,15,Illinois,Chicago,W Diversey Ave,0,4,N/A
1706994,2020,6,16,Iowa,Fort Dodge,900 block of 10th Ave SW,2,2,N/A
