Incident ID,Incident Year,Incident Month,Incident Day,State,City Or County,Address,# Killed,# Injured,Operations
1708432,2020,6,17,Illinois,Chicago,1323 W 76th St,0,4,N/A
1708889,2020,6,18,New York,Albany,8 Albany St,0,7,N/A
1710537,2020,6,20,New York,Bronx,Mount Eden Pkwy and Monroe Ave,0,4,N/A
1711285,2020,6,20,New York,Syracuse,Marcellus St and Wyoming St,1,8,N/A
1711876,2020,6,20,Michigan,Detroit,Appoline St and Puritan Ave,0,4,N/A
1711272,2020,6,20,Michigan,Saginaw,Livingston Dr and Tausend St,1,3,N/A
1710849,2020,6,20,Wisconsin,Janesville,6530 S US-51,0,5,N/A
1710920,2020,6,20,North Carolina,Pinetops,715 E Lashley St,2,2,N/A
1710680,2020,6,20,New Jersey,Jersey City,Union St and Ocean Ave,1,4,N/A
1711397,2020,6,20,Kansas,Wichita,3741 N Rock Rd,0,5,N/A
1711134,2020,6,20,New York,Bronx,Mapes Ave,0,4,N/A
1711747,2020,6,21,New York,Buffalo,W Ferry St and Niagara St,0,4,N/A
1711626,2020,6,21,Texas,Austin,500 block of E 7th St,0,5,N/A
1711410,2020,6,21,Minnesota,Minneapolis,2939 Hennepin Ave S,0,11,N/A
1711690,2020,6,21,Alabama,Auburn,600 block of Railroad Ave,0,4,N/A
1713493,2020,6,21,Texas,Corpus Christi,5802 Everhart Rd,1,3,N/A
1711605,2020,6,21,Wisconsin,Milwaukee,North 28th St and West Ruby Ave,0,5,N/A
1711487,2020,6,21,Illinois,Chicago,2600 block of W Potomac Ave,1,3,N/A
1713075,2020,6,22,California,San Francisco,200 block of Leavenworth St,0,5,N/A
1712342,2020,6,22,North Carolina,Charlotte,1800 block of Beatties Ford Rd,4,5,N/A
1713790,2020,6,22,New York,Brooklyn,Sterling St and Brooklyn Ave,0,5,N/A
1712876,2020,6,22,Minnesota,Minneapolis,N Morgan Ave and N 16th Ave,0,4,N/A
1712898,2020,6,22,Minnesota,Minneapolis,627 W Broadway,0,4,N/A
1712408,2020,6,22,Illinois,Chicago,200 S Central Park Blvd,0,5,N/A
1712386,2020,6,22,Illinois,Chicago,5200 block of S Lowe Ave,0,4,N/A
1713668,2020,6,22,Ohio,Columbus,1910 Fountainview Ct,1,4,N/A
1714504,2020,6,23,Illinois,Chicago,9100 block of South Ellis Ave,0,4,N/A
1715231,2020,6,23,Florida,Lake Worth,Lantana Rd and Edgecliff Ave,0,5,N/A
1715616,2020,6,24,Tennessee,Jackson,Melwood St,0,4,N/A
1717543,2020,6,25,Pennsylvania,Philadelphia,Emerald St and E Atlantic St,0,4,N/A
1716944,2020,6,25,Connecticut,Bridgeport,527 Huntington Rd,1,3,N/A
1717828,2020,6,26,Colorado,Aurora,698 Peoria St,0,5,N/A
1718292,2020,6,26,California,Fresno,Pico Ave,0,4,N/A
1717173,2020,6,26,Arizona,Phoenix,5035 W McDowell Rd,0,4,N/A
1718966,2020,6,27,Illinois,Chicago,3100 block of S Rhodes Ave,2,2,N/A
1718847,2020,6,27,California,Red Bluff,10815 State Hwy 99W,3,4,N/A
1718463,2020,6,27,Illinois,Peoria,1400 block of SW Jefferson St,0,4,N/A
1718238,2020,6,27,New York,Brooklyn,Rockaway Pkwy and Ave B,0,4,N/A
1719645,2020,6,27,Arkansas,Blytheville,600 block of Parkway Dr,3,1,N/A
1719693,2020,6,28,Pennsylvania,Philadelphia,1900 block of E Somerset St,2,2,N/A
1719668,2020,6,28,Alabama,Akron,Co Rd 21,0,7,N/A
1720834,2020,6,29,California,Sylmar,Osborne St and Foothill Blvd,0,4,N/A
1720655,2020,6,29,South Dakota,Sioux Falls,902 N Prairie Ave,1,3,N/A
1721669,2020,6,30,Massachusetts,Boston,14 Circuit St,1,3,N/A
1721964,2020,6,30,Iowa,Davenport,1400 block of Pershing Ave,0,5,N/A
1720781,2020,6,30,Georgia,Atlanta,Parkway Dr,1,4,N/A
1720761,2020,6,30,Illinois,Chicago,350 W Chicago Ave,0,4,N/A
1721572,2020,6,30,Ohio,Dayton,3500 block of Stanford Pl,0,4,N/A
1722317,2020,6,30,Arkansas,Greenbrier,123 Laramie Rd,0,4,N/A
1722142,2020,7,1,California,Oakland,MacArthur Fwy and 106th Ave,0,4,N/A
1729506,2020,7,1,Louisiana,Lake Charles,1600 block of Moss St,0,4,N/A
1723184,2020,7,2,California,Delano,2100 block of Oleander St,2,3,N/A
1723352,2020,7,2,Massachusetts,Somerville,5 River Rd,0,4,N/A
1722839,2020,7,2,New Jersey,Paterson,N Main St and Jefferson St,1,4,N/A
1724273,2020,7,3,Maryland,Baltimore,700 block of S Woodington Rd,0,4,N/A
1723897,2020,7,3,Alabama,Birmingham (Hoover),2000 Riverchase Galleria,1,3,N/A
1725735,2020,7,4,South Carolina,Red Oak,N/A,0,5,N/A
1725025,2020,7,4,Maryland,Temple Hills (Marlow Heights),4600 Dallas Pl,1,3,N/A
1725670,2020,7,4,Georgia,Atlanta,1600 block of Lakewood Ave,0,5,N/A
1725407,2020,7,4,Massachusetts,Lynn,134 Fayette St,1,4,N/A
1725098,2020,7,4,Illinois,Chicago,8300 block of S Kingston Ave,1,3,N/A
1725081,2020,7,4,Illinois,Chicago,6100 block of S Carpenter St,4,4,N/A
1724887,2020,7,4,Louisiana,Baton Rouge,11300 block of Greenwell Springs Rd,0,4,N/A
1724219,2020,7,4,Mississippi,Jackson,6340 Ridgewood Ct Dr,1,3,N/A
1725883,2020,7,5,Illinois,Chicago,3700 block of W Jackson Blvd,0,4,N/A
1725802,2020,7,5,Iowa,Davenport,1000 block of W 3rd St,1,3,N/A
1725167,2020,7,5,New York,New York (Manhattan),549 Academy St,0,5,N/A
1725108,2020,7,5,South Carolina,Greenville,1701 White Horse Rd,2,8,N/A
1726770,2020,7,5,Arkansas,Helena,1317 Perry St,1,3,N/A
1725690,2020,7,5,Georgia,Atlanta,200 block of Auburn Ave,2,13,N/A
1725379,2020,7,5,Wisconsin,Milwaukee,5800 block of W Hope Ave,0,4,N/A
1726446,2020,7,5,Texas,Houston,Service Rd and Holcombe Blvd,0,4,N/A
1725327,2020,7,5,Maryland,Cambridge,700 block of Weaver Ave,0,4,N/A
1725145,2020,7,5,Illinois,Chicago,1500 block of S Millard Ave,1,5,N/A
1725635,2020,7,5,Pennsylvania,Ephrata,6 Blackberry Ln,0,4,N/A
1725946,2020,7,5,Missouri,Columbia,Volunteer Dr and Grace Ln,2,3,N/A
1726034,2020,7,5,Illinois,Freeport,900 block of S Carroll Ave,1,5,N/A
1727515,2020,7,5,Mississippi,Greenville,Union St,0,4,N/A
1725571,2020,7,5,Michigan,Detroit,San Juan Dr and W McNichols Rd,2,4,N/A
1727567,2020,7,6,Illinois,Chicago,1305 W 76th St,0,6,N/A
1727743,2020,7,7,Virginia,Alexandria,7900 block of Janna Lee Ave,0,5,N/A
1728683,2020,7,7,New Jersey,Paterson,Harrison St and Carroll St,4,3,N/A
1731349,2020,7,11,New York,Rochester,485 N Clinton Ave,0,6,N/A
1732321,2020,7,11,Delaware,Wilmington,600 block of N Pine St,0,5,N/A
1732485,2020,7,12,Louisiana,Baton Rouge,4718 Plank Rd,1,7,N/A
1732993,2020,7,12,New York,Brooklyn,Madison St and Marcus Garvey Blvd,1,3,N/A
1732688,2020,7,12,Michigan,Lansing,3029 BeauJardin Dr,0,5,N/A
1732365,2020,7,12,Florida,Fort Lauderdale,3000 block of NW 12th Ct,2,2,N/A
1733188,2020,7,12,Illinois,Chicago,700 block of W 66th Pl,1,3,N/A
1732229,2020,7,12,Illinois,Chicago,1100 block of N Lawndale Ave,1,4,N/A
1732532,2020,7,12,Mississippi,Como,2965 Hunter Chapel Road,2,4,N/A
1733702,2020,7,13,New York,Brooklyn,Remsen Ave,0,6,N/A
1734064,2020,7,13,Kentucky,Louisville,1200 block of W Hill St,1,3,N/A
1734058,2020,7,13,Washington,Kent,23201 Pacific Hwy South,0,6,N/A
1735573,2020,7,14,Missouri,Saint Joseph,S 18th St and Charles St,0,5,N/A
1735470,2020,7,14,North Carolina,Durham,200 Block of S Benjamine St,0,8,N/A
1736383,2020,7,15,Louisiana,Shreveport,6725 Buncombe Rd,1,3,N/A
1735326,2020,7,15,New York,Brooklyn,President St and Franklin Ave,1,5,N/A
1736508,2020,7,16,Tennessee,Nashville,S 7th St and Sylvan St,0,5,N/A
1739097,2020,7,17,Ohio,Columbus,E 6th Ave and Summit St,0,4,N/A
1739413,2020,7,17,Florida,Madison,SW Louisiana Terrace,0,4,N/A
1738635,2020,7,18,Illinois,Chicago,1600 block of S Keeler Ave,1,4,N/A
1739920,2020,7,19,Michigan,Detroit,McKinney St and Meuse St,1,3,N/A
1739434,2020,7,19,Illinois,Peoria,NE Water St and Hamilton Blvd,0,13,N/A
1739571,2020,7,19,Nebraska,Omaha,28th St and T Ave,0,8,N/A
1740013,2020,7,19,Illinois,Chicago,11300 block of South Carpenter St,2,3,N/A
1739658,2020,7,19,District of Columbia,Washington,3600 block of 14th St NW,1,8,N/A
1739917,2020,7,19,Michigan,Detroit,9122 Dexter Ave,4,0,N/A
1740533,2020,7,20,Virginia,Richmond,6850 Forest Hill Ave,1,4,N/A
1740615,2020,7,20,Illinois,Chicago,S Lawndale Ave and W Douglas Blvd,0,5,N/A
1741838,2020,7,21,Illinois,Chicago,1018 W 79th St,0,15,N/A
1743108,2020,7,22,Michigan,Warren,28200 block of Lawson St,0,4,N/A
1743168,2020,7,23,Virginia,Fairfield,3700 block of Meadowbridge Rd,1,3,N/A
1743488,2020,7,23,Virginia,Petersburg,Wesley St,0,4,N/A
1744332,2020,7,23,Illinois,Chicago,120th St and Prairie Ave,2,4,N/A
1744407,2020,7,24,Georgia,Atlanta,Sunset Ave NW and Lester St NW,2,2,N/A
1746582,2020,7,25,Michigan,Flint,4813 Clio Rd,0,6,N/A
1745903,2020,7,25,North Carolina,Raleigh,503 Bragg St,0,4,N/A
1746160,2020,7,25,Florida,Miami,2900 block of Northwest 51st St,1,3,N/A
1746430,2020,7,25,Colorado,Denver,East 33rd Ave and Hudson St,2,3,N/A
1746674,2020,7,25,Texas,Dallas,525 S Riverfront Blvd,0,4,N/A
1745737,2020,7,25,California,Manteca,4447 Woodward Ave,0,7,N/A
1746441,2020,7,26,Michigan,Flint,4462 Corunna Rd,1,3,N/A
1746658,2020,7,26,Texas,Mount Enterprise,1039 FM 1798,0,4,N/A
1746417,2020,7,26,Colorado,Commerce City,6300 block of Ivanhoe St,1,3,N/A
1746282,2020,7,26,Kentucky,Louisville,I 64 and Hurstbourne Ln,1,3,N/A
1748023,2020,7,26,Arkansas,Magnolia,1000 block of W Monroe St,0,4,N/A
1748134,2020,7,27,Washington,Federal Way,2410 S 312th St,1,3,N/A
1747700,2020,7,27,Illinois,Chicago,705 E 92nd Pl,1,4,N/A
1749281,2020,7,28,Delaware,Wilmington,1100 block of Beech St,2,2,N/A
1749535,2020,7,28,Wisconsin,Milwaukee,2600 block of W Atkinson Ave,0,4,N/A
1750250,2020,7,29,Michigan,Detroit,5200 block of Canton St,0,4,N/A
1749873,2020,7,29,Ohio,Elyria,537 Willow Park Rd,5,0,N/A
1749746,2020,7,29,Missouri,Saint Louis,5500 block of Floy Ave,3,2,N/A
1750548,2020,7,30,Florida,Miami Gardens,16701 NW 42 Ave,0,5,N/A
1750611,2020,7,30,Florida,Tampa,I-275 and Westshore Blvd,0,5,N/A
1752019,2020,7,31,Pennsylvania,Philadelphia,2500 block of Ingersoll St,2,2,N/A
1752100,2020,8,1,Illinois,Chicago,100 block of N Laporte Ave,1,4,N/A
1753235,2020,8,1,Texas,Pointblank,4411 Counts Rd,2,3,N/A
1751949,2020,8,1,Colorado,Denver,3000 block of W Virginia Ave,1,4,N/A
1752790,2020,8,1,Alabama,Montgomery,1100 block of Eastern Blvd,0,4,N/A
1753320,2020,8,2,Pennsylvania,Philadelphia,3100 block of Weymouth St,0,4,N/A
1753561,2020,8,2,New Jersey,Newark,200 block of 6th Ave,0,5,N/A
1754363,2020,8,3,New York,Bronx,450 St Ann's Ave,0,4,N/A
1755566,2020,8,4,Wisconsin,Madison,333 S Rosa Rd,0,4,N/A
1755297,2020,8,4,District of Columbia,Washington,5400 block of Georgia Ave NW,0,4,N/A
1754613,2020,8,4,California,Beverly Hills,13200 Mulholland Dr,1,4,N/A
1754640,2020,8,4,Missouri,Saint Louis,5300 block of Bircher Blvd,1,3,N/A
1754672,2020,8,4,Connecticut,Hartford,818 Windsor St,1,5,N/A
1756248,2020,8,5,Illinois,Chicago,700 block of S Karlov Ave,0,4,N/A
1757380,2020,8,6,California,Oakland,4500 block of Fairfax Ave,1,3,N/A
1759425,2020,8,8,Kentucky,Paducah,900 block of Boyd St,1,4,N/A
1758838,2020,8,8,Pennsylvania,Philadelphia,1101 N 38th St,0,6,N/A
1759439,2020,8,8,Massachusetts,Brockton,124 Laureston St,0,5,N/A
1759237,2020,8,8,Alabama,Birmingham (Ensley),426 18th St,1,5,N/A
1758774,2020,8,8,New York,Albany,First St and Quail St,1,3,N/A
1759873,2020,8,9,Colorado,Denver,1400 block of W Byers Pl,0,9,N/A
1759779,2020,8,9,Ohio,Toledo,Monroe St and N Detroit Ave,0,6,N/A
1758966,2020,8,9,District of Columbia,Washington,3300 block of Dubois Pl SE,1,21,N/A
1760207,2020,8,9,Mississippi,Jackson,3600 block of Cromwell St,0,4,N/A
1760261,2020,8,9,Texas,Houston,9700 Homestead Rd,0,4,N/A
1761557,2020,8,11,California,Torrance,22904 Lockness Ave,0,5,N/A
1762951,2020,8,12,New Jersey,Newark,N 12th St,1,4,N/A
1762997,2020,8,12,Ohio,Dayton,2049 Catalpa Dr,1,3,N/A
1764619,2020,8,14,New York,New York (Manhattan),111 Lenox Ave,0,4,N/A
1765336,2020,8,15,Michigan,Belleville,24914 Martinsville Rd,4,0,N/A
1765499,2020,8,15,Pennsylvania,Philadelphia,N 10th St and Brown St,0,5,N/A
1765890,2020,8,15,New York,Rochester,501 Thurston Rd,0,5,N/A
1765705,2020,8,15,Connecticut,New Haven,Rosette St and Hurlburt St,1,5,N/A
1764756,2020,8,15,Alabama,Troy,4100 US-231 S,2,3,N/A
1765624,2020,8,16,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,N/A
1765636,2020,8,16,Ohio,Cincinnati,70 E McMicken Ave,2,9,N/A
1765658,2020,8,16,Kentucky,Lexington,1000 block of Newtown Ct,1,3,N/A
1766423,2020,8,16,Ohio,Cincinnati,700 block of Chalfonte Pl,1,3,N/A
1766380,2020,8,16,Colorado,Denver,W Alameda Ave and S Federal Blvd,2,4,N/A
1765920,2020,8,16,Oklahoma,Oklahoma City,SW 59th St and Agnew Ave,0,4,N/A
1768683,2020,8,17,Ohio,Cleveland,Dove Ave and E 102nd St,0,5,N/A
1766574,2020,8,17,New York,Brooklyn,Atlantic Ave and Hinsdale St,0,4,N/A
1767402,2020,8,17,Texas,Dayton,County Rd 4901,3,2,N/A
1768125,2020,8,18,Pennsylvania,Philadelphia,30th St and Cumberland St,1,4,N/A
1767851,2020,8,18,New York,Corona (Queens),35-35 21st St,0,4,N/A
1767747,2020,8,18,Illinois,Rockford,3001 Harney Ct,0,4,N/A
1769444,2020,8,19,Pennsylvania,Philadelphia,700 block of S 55th St,0,4,N/A
1769489,2020,8,19,Illinois,Chicago,8500 block of S Parnell Ave,0,6,N/A
1772764,2020,8,22,Illinois,Rockford,1300 block of 10th St,1,3,N/A
1772174,2020,8,22,Alabama,Bessemer (Hueytown),Allison Bonnet Memorial Dr and Rutledge Dr,1,3,N/A
1772623,2020,8,23,Arkansas,Pine Bluff,2901 W 28th Ave,0,7,N/A
1772513,2020,8,23,New York,Brooklyn,2946 W 23rd St,1,3,N/A
1772680,2020,8,23,Tennessee,Somerville,1100 block of Brewer Rd,1,4,N/A
1772438,2020,8,23,Illinois,Champaign,100 block of Kenwood Rd,0,4,N/A
1773006,2020,8,23,Illinois,Chicago,6600 S Halsted St,0,4,N/A
1772934,2020,8,23,Colorado,Pueblo,2000 block of Longhorn Point,0,6,N/A
1774123,2020,8,24,Michigan,Detroit,11938 E McNichols Rd,0,4,N/A
1773194,2020,8,24,California,Sacramento,1200 block of Helena Ave,1,3,N/A
1774138,2020,8,24,Florida,West Palm Beach,1000 block of 18th St,0,4,N/A
1773996,2020,8,24,Virginia,Richmond,2300 block of Bethel St,1,4,N/A
1776189,2020,8,25,Virginia,Norfolk,800 block of E Princess Anne Rd,0,5,N/A
1775249,2020,8,25,New York,Rochester,70 block of Flower St,0,4,N/A
1777180,2020,8,26,Michigan,Pontiac,252 Carriage Circle Dr,3,1,N/A
1776905,2020,8,26,South Carolina,Hilton Head Island,Muddy Creek Rd and Spanish Wells Rd,0,4,N/A
1777400,2020,8,26,Pennsylvania,Philadelphia,5500 block of Chew Ave,0,4,N/A
1777607,2020,8,27,Oregon,Portland,10500 block of NE Halsey St,1,3,N/A
1778435,2020,8,28,Minnesota,Minneapolis,2400 block of Irving Ave N,0,4,N/A
1778542,2020,8,28,Pennsylvania,Chester,2900 block of W 2nd St,1,3,N/A
1779023,2020,8,28,Texas,Dallas,2600 block of Elm St,1,4,N/A
1780228,2020,8,29,Nevada,Las Vegas,777 E Twain Ave,2,2,N/A
1778571,2020,8,29,Illinois,Rock Island,1800 2nd Ave,1,5,N/A
1780301,2020,8,30,Kentucky,Lexington,545 N Upper St,0,7,N/A
1780199,2020,8,30,Illinois,Zion,2300 block of Joppa Ave,1,3,N/A
1780266,2020,8,30,Texas,San Antonio,S Olive St and Aransas Ave,2,2,N/A
1779981,2020,8,30,New York,Buffalo,500 block of Fillmore Ave,1,4,N/A
1784122,2020,8,30,Pennsylvania,Philadelphia,5317 Oxford Ave,0,4,N/A
1779718,2020,8,30,Illinois,Chicago,11601 S Western Ave,1,4,N/A
1780091,2020,8,30,Kentucky,Madisonville,400 block of Elm St,0,5,N/A
1825993,2020,8,31,Pennsylvania,Philadelphia,1500 block of W Clearfield St,0,5,N/A
1782962,2020,8,31,Florida,Tallahassee,2660 Old Bainbridge Rd,0,4,N/A
1783582,2020,9,2,Pennsylvania,Philadelphia,1800 block of Moore St,2,2,N/A
1784141,2020,9,2,Georgia,Albany,1400 block of E Residence Ave,1,3,N/A
1783928,2020,9,2,California,Oakland,Kerwin Ave and 105th Ave,0,4,N/A
1805455,2020,9,3,South Carolina,Anderson,R St and Chase Ave,1,3,N/A
1785358,2020,9,3,Florida,Miami,2000 block of NW 71st St,1,3,N/A
1784570,2020,9,3,Arkansas,Hensley,Woodson Lateral Rd and I-530,1,3,N/A
1785108,2020,9,3,Pennsylvania,Philadelphia,700 block of E Chelten Ave,0,6,N/A
1785593,2020,9,3,Arkansas,Little Rock,19 Nandina Cir,0,4,N/A
1786488,2020,9,5,Texas,Houston,9940 Fondren Rd,0,4,N/A
1786449,2020,9,5,Maryland,Baltimore,2000 block of W Lexington St,1,3,N/A
1785713,2020,9,5,Florida,Williston,Co Rd 318 and US-27 Alt,0,6,N/A
1786806,2020,9,5,Arkansas,Little Rock,400 President Clinton Ave,0,4,N/A
1786855,2020,9,6,Georgia,Sparta,Faye St and Lee St,1,6,N/A
1786920,2020,9,6,Illinois,Chicago,S Kingston Ave and E 77th St,0,4,N/A
1787977,2020,9,6,Tennessee,Memphis,6555 Lost Oak Dr,0,4,N/A
1786829,2020,9,6,Colorado,Commerce City,6700 block of Birch St,0,4,N/A
1787286,2020,9,6,Missouri,Kansas City,3999 Swope Pkwy,0,6,N/A
1786890,2020,9,6,Missouri,Saint Louis,5700 block of Minerva Ave,1,3,N/A
1787006,2020,9,6,Louisiana,New Iberia,1752 Center St,0,5,N/A
1787387,2020,9,6,Maryland,Baltimore,4900 block of Reisterstown Rd,0,4,N/A
1788168,2020,9,7,Louisiana,New Orleans,1500 block of Freret St,0,4,N/A
1787655,2020,9,7,New York,Brooklyn,Norstrand Ave and Crown St,0,5,N/A
1788352,2020,9,7,California,Aguanga,45125 Highway 371,7,0,N/A
1787222,2020,9,7,Indiana,Indianapolis,W 38th St and Graceland Ave,1,4,N/A
1788401,2020,9,8,Maryland,Baltimore,2300 block of Greenmount Ave,0,5,N/A
1791482,2020,9,10,Louisiana,New Orleans,4100 block of Rayne Dr,3,2,N/A
1792624,2020,9,11,Louisiana,Donaldsonville,St Elizabeth St and Front St,0,5,N/A
1792650,2020,9,12,Illinois,Chicago,100 block of N Pine Ave,2,4,N/A
1793680,2020,9,12,North Carolina,Wilson,200 block of Dewey St,0,5,N/A
1793771,2020,9,12,Pennsylvania,Philadelphia,N 18th St and Dauphin St,0,4,N/A
1793521,2020,9,13,New Jersey,New Brunswick,32 Delafield St,2,7,N/A
1794138,2020,9,13,Tennessee,Manchester,I-24 and McMinnville Hwy,3,3,N/A
1793826,2020,9,13,Michigan,Grand Rapids,3950 Stahl Dr SE,0,7,N/A
1793559,2020,9,13,Florida,Tampa,5110 N 40th St,0,4,N/A
1794086,2020,9,13,Illinois,Chicago,6100 block of S Throop St,1,3,N/A
1795391,2020,9,14,Louisiana,Baker,Burgess Dr,0,4,N/A
1796684,2020,9,15,California,San Jose,600 block of S 8th St,2,4,N/A
1796638,2020,9,15,Illinois,Chicago,3500 block of W Lawrence Ave,0,5,N/A
1797620,2020,9,16,Pennsylvania,Philadelphia,1800 Wallace St,2,3,N/A
1799160,2020,9,18,Arkansas,Little Rock,5311 Mabelvale Pike,0,4,N/A
1800026,2020,9,19,New York,Buffalo,Glenwood Ave and Jefferson Ave,1,4,N/A
1799748,2020,9,19,Illinois,Chicago,12200 block of S May St,0,4,N/A
1799703,2020,9,19,Illinois,Chicago,6900 block of S Claremont Ave,0,4,N/A
1800188,2020,9,19,New Jersey,Plainfield,523 W 3rd St,0,4,N/A
1799307,2020,9,19,New York,Rochester,278 Pennsylvania Ave,2,14,N/A
1800192,2020,9,19,New Jersey,Paterson,Elizabeth St and Getty Ave,0,5,N/A
1800779,2020,9,19,Arkansas,West Memphis,900 block of Winchell St,0,5,N/A
1800549,2020,9,20,New York,Corona (Queens),Merrick Blvd and Foch Blvd,0,4,N/A
1800514,2020,9,20,Connecticut,Stamford,Ursula Pl and Dale St,1,3,N/A
1800886,2020,9,21,Ohio,Struthers,111 Perry St,1,4,N/A
1804511,2020,9,23,Georgia,Hampton,1577 Glynn Ct,1,3,N/A
1802862,2020,9,23,Minnesota,Minneapolis,200 W Broadway Ave,0,5,N/A
1806500,2020,9,25,Pennsylvania,Philadelphia,1300 block of Sanger St,0,4,N/A
1806002,2020,9,26,Iowa,Waterloo,501 W 4th St,2,6,N/A
1807046,2020,9,26,Pennsylvania,Philadelphia,100 block of N Lindenwood St,0,4,N/A
1806035,2020,9,26,Alabama,Enterprise,507 Glover Ave,1,3,N/A
1805722,2020,9,26,Illinois,Chicago,2400 block of W Lithuanian Plaza Ct,0,4,N/A
1806368,2020,9,26,Missouri,Saint Louis,4700 block of Vernon Ave,0,5,N/A
1806806,2020,9,27,Ohio,Sandusky,Hancock St and Neil St,1,3,N/A
1808628,2020,9,27,California,San Bernardino,900 block of N Sierra Way,1,3,N/A
1807096,2020,9,27,Tennessee,Nashville,619 Millwood Dr,0,4,N/A
1807325,2020,9,28,Michigan,Detroit,6609 Michigan Ave,0,6,N/A
1809910,2020,9,29,Pennsylvania,Philadelphia,4500 block of N 19th St,0,5,N/A
1809484,2020,9,29,Ohio,Painesville,100 block of Morse Ave,2,2,N/A
1810696,2020,9,30,North Carolina,Greensboro,700 block of Milton St,0,4,N/A
1810881,2020,9,30,Florida,Jacksonville,12517 Beach Blvd,0,4,N/A
1810358,2020,9,30,Wisconsin,Milwaukee,4217 W Fond du Lac Ave,0,7,N/A
1812049,2020,10,1,Michigan,Detroit,15018 Houston Whittier St,0,5,N/A
1812972,2020,10,2,California,Los Angeles,51st St and Hoover St,0,4,N/A
1812838,2020,10,2,Washington,Seattle,9700 block of 59th Ave S,0,4,N/A
1813306,2020,10,3,Tennessee,Clarksville,100 block of Tiny Town Rd,0,5,N/A
1813583,2020,10,3,California,Sacramento,Roanoke Ave and Haywood St,1,3,N/A
1813872,2020,10,4,Indiana,Indianapolis,5462 Massachusetts Ave,3,4,N/A
1814148,2020,10,4,Georgia,Atlanta,1570 Joseph E Boone Blvd NW,1,5,N/A
1815308,2020,10,5,District of Columbia,Washington,400 block of Orange St SE,1,3,N/A
1816799,2020,10,7,Alaska,Anchorage,200 block of McCarrey St,1,4,N/A
1817184,2020,10,7,New York,Brooklyn,181 Hegeman Ave,1,3,N/A
1818055,2020,10,8,Pennsylvania,Philadelphia,4935 Frankford Ave,1,6,N/A
1820156,2020,10,10,Illinois,Chicago,100 block of S Keeler Ave,1,3,N/A
1823101,2020,10,10,South Carolina,Kingstree,55 Williamsburg County Hwy,0,8,N/A
1819955,2020,10,10,Missouri,Saint Louis (Jennings),8800 block of Shannon Fox Cir,2,2,N/A
1821496,2020,10,11,Georgia,Atlanta,330 W Peachtree St NW,0,4,N/A
1821574,2020,10,12,South Carolina,Myrtle Beach,1012 US-501,2,3,N/A
1824073,2020,10,14,Pennsylvania,Philadelphia,3900 block of  Buist Ave,0,4,N/A
1825896,2020,10,15,Maryland,Baltimore,2900 block of Westwood Ave,0,7,N/A
1824979,2020,10,15,Louisiana,Lafayette,100 block of Laser Ln,2,2,N/A
1826444,2020,10,16,California,San Jose,175 S Capitol Ave,2,4,N/A
1825525,2020,10,16,Florida,Orlando,2000 block of N Forsyth Rd,3,1,N/A
1826655,2020,10,16,Arizona,Mesa,2115 Guadalupe Rd,1,6,N/A
1826675,2020,10,16,California,San Francisco,200 block of Scherwin St,1,3,N/A
1826680,2020,10,17,New York,Lockport,43 S Niagara St,1,5,N/A
1826613,2020,10,17,South Carolina,Rock Hill,524 N Anderson Rd,0,5,N/A
1827437,2020,10,18,Maryland,Annapolis,100 block of Clay St,1,3,N/A
1828080,2020,10,18,Illinois,Chicago,200 block of N Sacramento Blvd,1,4,N/A
1828019,2020,10,18,Tennessee,Nashville,1100 block of W Grove Ave,0,4,N/A
1829132,2020,10,19,Ohio,Mansfield,136 Sturges Ave,0,5,N/A
1828796,2020,10,19,Louisiana,New Orleans,2599 N Prieur St,1,3,N/A
1830092,2020,10,20,Texas,Houston,2117 Chenevert St,3,1,N/A
1830875,2020,10,21,New York,Brooklyn,Nostrand Ave and Hawthorne St,1,5,N/A
1830822,2020,10,21,Mississippi,Canton,1427 W Peace St,2,2,N/A
1832014,2020,10,22,Florida,Miami,1830 NW 50 St,1,3,N/A
1832977,2020,10,22,Louisiana,Rayne,I-10,0,5,N/A
1831995,2020,10,22,Massachusetts,Boston,Columbia Rd and Stanwood St,0,4,N/A
1831091,2020,10,22,Maryland,Baltimore,500 block of W Franklin St,0,4,N/A
1834617,2020,10,24,Mississippi,Greenwood,W Martin Luther King Dr,2,8,N/A
1834216,2020,10,25,Texas,Fort Worth,1900 block of Carver Ave,2,3,N/A
1835030,2020,10,25,Texas,San Antonio,2800 block of W Hutchins Pl,1,3,N/A
1834280,2020,10,25,North Carolina,Raleigh,1731 Trawick Rd,1,3,N/A
1837146,2020,10,28,Virginia,Roanoke,1400 block of Rorer Ave SW,0,4,N/A
1837429,2020,10,28,New Jersey,Newark,381 S 6th St,1,3,N/A
1838368,2020,10,29,Florida,Winter Garden,Center St and 11th St,0,4,N/A
1839112,2020,10,30,Maryland,Waldorf,2177 Crain Hwy,1,3,N/A
1839065,2020,10,30,Illinois,Chicago,11613 S Vincennes Ave,1,3,N/A
1839628,2020,10,31,California,Sacramento,2800 block of Normington Dr,0,4,N/A
1839576,2020,10,31,Washington,Sumner,127th Ave E and Valley Ave E,0,5,N/A
1839462,2020,10,31,California,Anaheim,1210 S State College Blvd,0,4,N/A
1840544,2020,10,31,Nevada,North Las Vegas,3700 block of Iverson Ln,0,4,N/A
